389368|18678398|2013-01|N|Sin Bloqueo|2013-01|2013-01|2|ESTUDIANTE NO VIGENTE
388287|5773878|2020-01|N|Sin Bloqueo||2020-01|INGRESO|ESTUDIANTE NO VIGENTE
467288|18316956|2020-01|N|Sin Bloqueo||2020-01|INGRESO|ESTUDIANTE NO VIGENTE
655765|20185091|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
474764|21409877|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
463763|8509444|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
493762|16796437|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
615952|24231776|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
458769|14813687|2022-01|N|Sin Bloqueo||2022-01|INGRESO|ESTUDIANTE NO VIGENTE
448789|9327234|2022-02|S|BLOQUEO POR NO INSCRIPCION||2022-02|INGRESO|ESTUDIANTE NO VIGENTE
504911|6843987|2023-01|S|SUSPENSION DE ESTUDIOS||2023-01|INGRESO|ESTUDIANTE NO VIGENTE
449386|17809098|2023-01|N|Sin Bloqueo|2024-02|2024-01|1|ESTUDIANTE VIGENTE
521988|14098509|2023-01|N|Sin Bloqueo||2023-01|INGRESO|ESTUDIANTE NO VIGENTE
492005|25843105|2023-01|N|Sin Bloqueo||2023-01|INGRESO|ESTUDIANTE NO VIGENTE
616000|21794235|2023-01|S|CAMBIO DE PLAN O CARRERA||2023-01|INGRESO|ESTUDIANTE NO VIGENTE
385008|17734410|2023-02|S|BLOQUEO POR INTERCAMBIO||2023-02|INGRESO|ESTUDIANTE NO VIGENTE
399009|10055195|2023-02|S|CAMBIO DE PLAN O CARRERA||2023-02|INGRESO|ESTUDIANTE NO VIGENTE
484055|8448392|1999-01|S|BLOQUEO POR NO INSCRIPCION|1999-01|1999-01|INGRESO|ESTUDIANTE NO VIGENTE
502233|16965559|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
534053|10355093|1999-01|S|BLOQUEO POR NO INSCRIPCION|1999-01|1999-01|INGRESO|ESTUDIANTE NO VIGENTE
481689|10838564|2005-02|S|SUSPENSION DE ESTUDIOS||2005-02|INGRESO|ESTUDIANTE NO VIGENTE
601373|4909616|1992-01|S|BLOQUEO POR NO INSCRIPCION|1998-02|1992-01|INGRESO|ESTUDIANTE NO VIGENTE
488325|17394618|2000-01|S|ALUMNO EGRESADO|2006-01|2006-01|10|ESTUDIANTE NO VIGENTE
576123|12921878|2001-01|S|BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION||2001-01|INGRESO|ESTUDIANTE NO VIGENTE
642646|9356329|1989-01|S|BLOQUEO POR NO INSCRIPCION|1998-01|1989-01|INGRESO|ESTUDIANTE NO VIGENTE
607409|20053287|2000-01|N|Sin Bloqueo|2005-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
650008|10886944|2005-01|S|ALUMNO CON DEUDA MOROSA|2007-02|2007-02|3|ESTUDIANTE NO VIGENTE
637391|7791993|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
421112|9399314|2005-01|S|BLOQUEO POR NO INSCRIPCION|2011-02|2011-02|8|ESTUDIANTE NO VIGENTE
408806|18917759|2008-02|S|BLOQUEO POR NO INSCRIPCION|2008-02|2008-02|8|ESTUDIANTE NO VIGENTE
395981|21511139|1995-01|S|ALUMNO EGRESADO|2000-01|2000-01|10|ESTUDIANTE NO VIGENTE
546038|19546071|2008-02|S|BLOQUEO POR NO INSCRIPCION|2013-02|2013-02|10|ESTUDIANTE NO VIGENTE
558718|14521962|1986-01|S|BLOQUEO POR NO INSCRIPCION||1985-01|INGRESO|ESTUDIANTE NO VIGENTE
459364|6175568|2001-01|S|BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION||2001-01|INGRESO|ESTUDIANTE NO VIGENTE
525035|16785757|2005-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2009-01|2006-02|2|ESTUDIANTE NO VIGENTE
466320|25150706|2002-01|S|ALUMNO EGRESADO|2006-02|2006-02|10|ESTUDIANTE NO VIGENTE
419335|18037648|2002-01|S|BLOQUEO POR NO INSCRIPCION|2003-01|2002-01|INGRESO|ESTUDIANTE NO VIGENTE
645058|16744617|2012-01|N|Sin Bloqueo||2012-01|INGRESO|ESTUDIANTE NO VIGENTE
593390|14333328|2000-01|S|BLOQUEO POR NO INSCRIPCION|2002-01|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
478396|8441459|2000-01|S|ALUMNO EGRESADO|2005-01|2004-01|8|ESTUDIANTE NO VIGENTE
381412|20046479|2000-01|S|ALUMNO EGRESADO|2005-02|2005-02|10|ESTUDIANTE NO VIGENTE
604077|16575612|2007-01|S|ALUMNO CON DEUDA MOROSA|2007-02|2007-01|INGRESO|ESTUDIANTE NO VIGENTE
388381|9509629|2002-01|S|BLOQUEO POR NO INSCRIPCION|2002-01|2002-01|INGRESO|ESTUDIANTE NO VIGENTE
598413|22253570|2001-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2004-01|2004-01|2|ESTUDIANTE NO VIGENTE
544563|12034277|1991-01|S|BLOQUEO POR NO INSCRIPCION|1996-02|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
398039|12047085|2008-02|S|ALUMNO EGRESADO|2022-02|2022-02|10|ESTUDIANTE NO VIGENTE
436339|24884291|2003-01|S|ALUMNO EGRESADO|2015-01|2015-01|10|ESTUDIANTE NO VIGENTE
639714|4418023|1996-01|S|BLOQUEO POR NO INSCRIPCION|1998-02|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
375724|16385852|1985-01|S|BLOQUEO POR NO INSCRIPCION|1992-01|1985-01|INGRESO|ESTUDIANTE NO VIGENTE
438040|25094303|2005-01|S|BLOQUEO POR NO INSCRIPCION|2005-02|2005-02|2|ESTUDIANTE NO VIGENTE
615329|16490873|2002-01|S|BLOQUEO POR NO INSCRIPCION|2003-01|2002-01|INGRESO|ESTUDIANTE NO VIGENTE
590741|8131890|1996-01|S|BLOQUEO POR NO INSCRIPCION|1997-01|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
392397|23083071|2000-01|S|ALUMNO EGRESADO|2006-02|2006-02|10|ESTUDIANTE NO VIGENTE
525416|12547677|2000-01|S|ALUMNO LICENCIADO|2007-01|2006-01|8|ESTUDIANTE NO VIGENTE
490666|15944651|1990-01|S|ALUMNO CON DEUDA MOROSA|1995-01|1990-01|INGRESO|ESTUDIANTE NO VIGENTE
587842|5248213|1990-01|S|ALUMNO EGRESADO|2005-01|2005-01|10|ESTUDIANTE NO VIGENTE
377931|18273402|2008-01|S|BLOQUEO POR NO INSCRIPCION|2016-01|2016-01|LICENCIATURA|EXALUMNO
437297|7388900|1993-01|S|ALUMNO EGRESADO|1997-01|1993-01|INGRESO|ESTUDIANTE NO VIGENTE
407421|8537577|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
384820|13396977|2017-01|N|Sin Bloqueo||2017-01|INGRESO|ESTUDIANTE NO VIGENTE
481333|12525678|2003-01|N|Sin Bloqueo|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
532764|25190034|1985-01|S|ALUMNO EGRESADO|1992-01|1989-01|8|ESTUDIANTE NO VIGENTE
541048|13269680|2003-01|S|ALUMNO CON DEUDA MOROSA|2003-02|2003-02|2|ESTUDIANTE NO VIGENTE
618237|8973098|2006-01|S|ALUMNO CON DEUDA MOROSA|2007-02|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
432846|16405489|1986-01|N|Sin Bloqueo|1994-02|1994-02|10|ESTUDIANTE NO VIGENTE
468055|8375977|2007-01|S|BLOQUEO POR NO INSCRIPCION|2008-01|2007-01|INGRESO|ESTUDIANTE NO VIGENTE
612529|24791715|2004-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2004-02|2004-01|INGRESO|ESTUDIANTE NO VIGENTE
544319|5318184|2003-01|S|BLOQUEO POR NO INSCRIPCION|2005-02|2003-01|INGRESO|ESTUDIANTE NO VIGENTE
517369|17593486|2001-01|S|ALUMNO EGRESADO|2005-01|2005-01|10|ESTUDIANTE NO VIGENTE
608615|14438839|2008-02|S|CAMBIO DE PLAN O CARRERA|2008-02|2008-02|1|ESTUDIANTE NO VIGENTE
642286|15871863|2008-02|S|ALUMNO EGRESADO|2022-02|2022-02|10|ESTUDIANTE NO VIGENTE
374037|11302330|2005-01|S|SUSPENSION DE ESTUDIOS||2005-01|INGRESO|ESTUDIANTE NO VIGENTE
490530|23169485|2010-01|N|Sin Bloqueo|2010-02|2010-01|INGRESO|ESTUDIANTE NO VIGENTE
524370|13945351|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-01|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
429163|8525451|2009-01|S|ALUMNO CON DEUDA MOROSA|2009-01|2009-01|INGRESO|ESTUDIANTE NO VIGENTE
468608|6329943|1991-01|S|BLOQUEO POR NO INSCRIPCION|1997-01|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
459402|4693287|2000-01|S|BLOQUEO POR NO INSCRIPCION|2001-01|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
592368|6056493|2001-01|S|ALUMNO EGRESADO|2005-02|2005-02|10|ESTUDIANTE NO VIGENTE
452835|18573176|1984-01|S|BLOQUEO POR NO INSCRIPCION|1985-01|1984-01|INGRESO|ESTUDIANTE NO VIGENTE
386071|22493817|1988-01|S|ALUMNO EGRESADO|2001-01|2001-01|10|ESTUDIANTE NO VIGENTE
479399|19584901|2000-01|S|BLOQUEO POR NO INSCRIPCION|2001-01|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
439730|15622108|1984-01|S|BLOQUEO POR NO INSCRIPCION|1993-01|1984-01|INGRESO|ESTUDIANTE NO VIGENTE
403420|15809844|2001-01|S|ALUMNO EGRESADO|2005-01|2005-01|10|ESTUDIANTE NO VIGENTE
561009|6263400|2004-01|S|BLOQUEO POR NO INSCRIPCION|2004-02|2004-01|INGRESO|ESTUDIANTE NO VIGENTE
647862|4151275|1991-01|N|Sin Bloqueo|1991-01|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
623014|5106797|2004-01|S|ALUMNO LICENCIADO|2015-01|2015-01|10|ESTUDIANTE NO VIGENTE
447635|14563412|1996-01|S|ALUMNO EGRESADO|1999-02|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
406951|25113688|2008-01|N|Sin Bloqueo|2009-02|2008-01|INGRESO|ESTUDIANTE NO VIGENTE
393097|6450716|2007-01|S|BLOQUEO POR NO INSCRIPCION|2011-02|2011-02|TITULO|ESTUDIANTE NO VIGENTE
574216|10918457|2011-01|S|BLOQUEO POR NO INSCRIPCION|2011-02|2011-02|1|ESTUDIANTE NO VIGENTE
602213|8650265|2011-01|N|Sin Bloqueo|2018-01|2018-01|LICENCIATURA|EXALUMNO
520374|12197090|1992-01|S|ALUMNO CON DEUDA MOROSA|2000-01|1992-01|INGRESO|ESTUDIANTE NO VIGENTE
389456|17402831|1992-01|S|BLOQUEO POR NO INSCRIPCION|1998-01|1992-01|INGRESO|ESTUDIANTE NO VIGENTE
490142|7169862|2024-01|N|Sin Bloqueo|2024-01|2024-01|INGRESO|ESTUDIANTE NO VIGENTE
591816|9365722|1986-01|S|BLOQUEO POR NO INSCRIPCION|1989-01|1986-01|INGRESO|ESTUDIANTE NO VIGENTE
580915|25103671|1995-01|S|BLOQUEO POR NO INSCRIPCION|2000-01|1995-01|INGRESO|ESTUDIANTE NO VIGENTE
480339|23626990|2006-01|N|Sin Bloqueo|2022-02|2022-02|LICENCIATURA|EXALUMNO
435117|6244914|2004-01|N|Sin Bloqueo|2007-02|2007-02|2|ESTUDIANTE NO VIGENTE
607374|24382187|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
473418|18933800|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
601238|14258008|2012-01|S|ALUMNO CON DEUDA MOROSA|2012-02|2012-01|INGRESO|ESTUDIANTE NO VIGENTE
384535|17436296|1991-01|S|ALUMNO EGRESADO|1996-02|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
418941|9394880|2006-01|S|ALUMNO EGRESADO|2015-02|2015-02|10|ESTUDIANTE NO VIGENTE
600401|15715010|2006-01|S|CAMBIO DE PLAN O CARRERA|2008-02|2008-02|8|ESTUDIANTE NO VIGENTE
584954|15265364|1995-01|S|BLOQUEO POR NO INSCRIPCION|1998-02|1995-01|INGRESO|ESTUDIANTE NO VIGENTE
629130|5245917|2012-01|S|SUSPENSION DE ESTUDIOS||2012-01|INGRESO|ESTUDIANTE NO VIGENTE
642031|24753281|2006-01|S|ALUMNO LICENCIADO|2018-01|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
605075|16893469|2006-01|S|ALUMNO CON DEUDA MOROSA|2006-02|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
438080|21435997|2008-02|S|BLOQUEO POR NO INSCRIPCION|2008-02|2008-02|INGRESO|ESTUDIANTE NO VIGENTE
470654|16983855|2015-01|N|Sin Bloqueo|2023-02|2023-02|LICENCIATURA|EXALUMNO
505068|6369751|2003-01|S|ALUMNO CON DEUDA MOROSA|2003-02|2003-01|INGRESO|ESTUDIANTE NO VIGENTE
535935|5408361|2008-01|S|BLOQUEO POR NO INSCRIPCION|2016-01|2016-01|LICENCIATURA|EXALUMNO
521412|8450985|2006-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2006-01|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
490059|9619890|1994-01|S|ALUMNO EGRESADO|2000-01|1994-01|INGRESO|ESTUDIANTE NO VIGENTE
518358|19635435|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
547824|5241463|1986-01|S|BLOQUEO POR NO INSCRIPCION|1992-02|1986-01|INGRESO|ESTUDIANTE NO VIGENTE
506758|14225413|2011-01|S|SUSPENSION DE ESTUDIOS||2011-01|INGRESO|ESTUDIANTE NO VIGENTE
471152|10563661|1992-01|S|ALUMNO EGRESADO|1996-02|1996-02|10|ESTUDIANTE NO VIGENTE
381411|12218494|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-02|2|ESTUDIANTE NO VIGENTE
415841|11110792|2008-01|S|ALUMNO LICENCIADO|2015-02|2015-02|LICENCIATURA|EXALUMNO
444386|20766297|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
536567|14207987|1990-01|S|BLOQUEO POR NO INSCRIPCION||1990-01|INGRESO|ESTUDIANTE NO VIGENTE
476367|18690104|2006-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2013-02|2013-02|4|ESTUDIANTE NO VIGENTE
382516|8054105|2010-01|S|ALUMNO LICENCIADO|2017-02|2017-02|LICENCIATURA|EXALUMNO
377006|17230285|1994-01|S|ALUMNO EGRESADO|1999-02|1994-01|INGRESO|ESTUDIANTE NO VIGENTE
468528|10750903|1988-01|S|BLOQUEO POR NO INSCRIPCION|1997-01|1992-01|6|ESTUDIANTE NO VIGENTE
405190|19817902|2009-01|S|ALUMNO LICENCIADO|2014-02|2014-02|LICENCIATURA|EXALUMNO
567800|19370570|1988-01|S|BLOQUEO POR NO INSCRIPCION|1995-01|1991-01|4|ESTUDIANTE NO VIGENTE
637354|17902724|2003-01|S|ALUMNO CON DEUDA MOROSA||2003-01|INGRESO|ESTUDIANTE NO VIGENTE
514340|24650385|2002-01|S|ALUMNO EGRESADO|2007-01|2007-01|10|ESTUDIANTE NO VIGENTE
538123|23825135|2012-01|S|ALUMNO CON DEUDA MOROSA|2012-01|2012-01|INGRESO|ESTUDIANTE NO VIGENTE
453379|12239335|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
394130|5318054|1994-01|S|BLOQUEO POR NO INSCRIPCION|1998-02|1994-01|INGRESO|ESTUDIANTE NO VIGENTE
572332|20999319|2002-01|S|ALUMNO EGRESADO|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
552701|15102359|2011-01|S|ALUMNO CON DEUDA MOROSA|2012-02|2011-01|INGRESO|ESTUDIANTE NO VIGENTE
476213|17597347|1993-01|S|BLOQUEO POR NO INSCRIPCION|1997-02|1993-01|INGRESO|ESTUDIANTE NO VIGENTE
519725|25373122|2006-01|S|ALUMNO EGRESADO|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
520682|22011940|1991-01|S|BLOQUEO POR NO INSCRIPCION|1996-02|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
398220|13600164|1993-01|S|ALUMNO CON DEUDA MOROSA|2001-01|1993-01|INGRESO|ESTUDIANTE NO VIGENTE
557222|18368526|2006-01|S|SUSPENSION DE ESTUDIOS|2006-01|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
607645|10713955|2007-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2012-01|2010-01|2|ESTUDIANTE NO VIGENTE
382285|4640475|2006-01|S|ALUMNO CON DEUDA MOROSA|2006-02|2006-02|1|ESTUDIANTE NO VIGENTE
464360|9973481|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-02|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
582105|19215958|2009-01|N|Sin Bloqueo|2018-02|2018-02|LICENCIATURA|EXALUMNO
542337|12281370|2003-01|S|BLOQUEO POR NO INSCRIPCION|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
637011|10585608|2004-01|S|BLOQUEO POR NO INSCRIPCION|2005-01|2005-01|4|ESTUDIANTE NO VIGENTE
383351|16815592|2002-01|S|BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION||2002-01|INGRESO|ESTUDIANTE NO VIGENTE
382127|25381795|2005-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2005-02|2005-01|INGRESO|ESTUDIANTE NO VIGENTE
535394|4431573|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|2|ESTUDIANTE NO VIGENTE
404001|15821637|2004-01|S|ALUMNO EGRESADO|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
565100|14901599|2009-01|N|Sin Bloqueo|2009-02|2009-01|INGRESO|ESTUDIANTE NO VIGENTE
403385|25387296|2000-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS|2006-01|2005-01|6|ESTUDIANTE NO VIGENTE
522371|10687514|2001-01|S|BLOQUEO POR NO INSCRIPCION|2001-01|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
507027|16107931|2003-01|S|ALUMNO CON DEUDA MOROSA|2008-01|2008-01|10|ESTUDIANTE NO VIGENTE
